uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
27633,Gekkan Shoujo Nozaki-kun Specials,Specials bundled with the Blu-ray/DVDs.,"['Comedy', 'Romance', 'School']","Sep 24, 2014 to Feb 25, 2015",6.0,87789,1233,786.0,7.86,https://cdn.myanimelist.net/images/anime/9/66871.jpg,https://myanimelist.net/anime/27633/Gekkan_Shoujo_Nozaki-kun_Specials
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","Several months have passed since the infamous Ginza Incident, with tensions between the Empire and JSDF escalating in the vast and mysterious ""Special Region"" over peace negotiations. The greed and curiosity of the global powers have also begun to grow, as reports about the technological limitations of the magical realm's archaic civilizations come to light.  
 
Meanwhile, Lieutenant Youji Itami and his merry band of female admirers struggle to navigate the complex political intrigue that plagues the Empire's court. Despite her best efforts, Princess Piña Co Lada faces difficulties attempting to convince her father that the JSDF has no intention of conquering their kingdom. Pressured from both sides of the Gate, Itami must consider even more drastic measures to fulfill his mission. 
 
[Written by MAL Rewrite] ","['Action', 'Military', 'Adventure', 'Fantasy']","Jan 9, 2016 to Mar 26, 2016",12.0,328860,297,785.0,7.86,https://cdn.myanimelist.net/images/anime/8/77382.jpg,https://myanimelist.net/anime/31637/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri_2nd_Season
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","Subaru Mikazuki is a 23-year-old mystery novel author, major introvert, and an awkwardly shy person. He would much rather stay home to read a book than go outside and interact with others. Further exacerbating this life of solitude, his parents tragically died in an accident many years ago, leaving him alone in the world.  
 
One day, while giving offerings at his parents' grave, Subaru runs into a small grey and white cat named Haru, which he ends up taking home with him. Subaru, however, has never taken care of anyone else in his life—can he even take care of a cat? Haru is grateful toward Subaru, as he gives her all the food she wants—a luxury for a cat who is used to a rough life on the streets. But she notices that Subaru can't even seem to take care of himself! Will she be okay with this dunce?  
 
 Doukyonin wa Hiza, Tokidoki, Atama no Ue.  tells the story of an unlikely friendship between a human and a cat who try to foster an understanding with each other. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy']","Jan 9, 2019 to Mar 27, 2019",12.0,89612,1216,784.0,7.86,https://cdn.myanimelist.net/images/anime/1251/99191.jpg,https://myanimelist.net/anime/38145/Doukyonin_wa_Hiza_Tokidoki_Atama_no_Ue
552,Digimon Adventure,"When a group of kids head out for summer camp, they don't expect it to snow in the middle of July. Out of nowhere, the kids receive strange devices which transport them to a very different world to begin their  Digimon Adventure ! Led by the plucky Taichi Yagami, the seven children must now survive in a realm far from home, filled with monsters and devoid of other humans. 
 
Luckily, they're not alone: each child is paired off with a companion digital monster called a Digimon. Together, the children and their new friends must overcome their insecurities, discover their inner strengths, and evolve into stronger fighters - literally. 
 
A force of evil is spreading through the Digital World, corrupting all the Digimon. The DigiDestined have arrived and it’s up to them to save the Digital World, if they ever want to see their home world again.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']","Mar 7, 1999 to Mar 26, 2000",54.0,274830,356,783.0,7.86,https://cdn.myanimelist.net/images/anime/10/11070.jpg,https://myanimelist.net/anime/552/Digimon_Adventure
1689,Byousoku 5 Centimeter,"Takaki Toono and Akari Shinohara, two very close friends and classmates, are torn apart when Akari's family is transferred to another region of Japan due to her family's job. Despite separation, they continue to keep in touch through mail. When Takaki finds out that his family is also moving, he decides to meet with Akari one last time. 
 
As years pass by, they continue down their own paths, their distance slowly growing wider and their contact with one another fades. Yet, they keep remembering one another and the times they have shared together, wondering if they will have the chance to meet once again. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Drama', 'Romance']","Mar 3, 2007",3.0,554071,108,781.0,7.86,https://cdn.myanimelist.net/images/anime/10/79674.jpg,https://myanimelist.net/anime/1689/Byousoku_5_Centimeter
8609,Detective Conan OVA 10: Kid in Trap Island,"In this entirely new story produced specifically for the DVD, Conan leads a group of young detectives against the phantom thief Kaitou Kid, who has his eyes set on a jewel at a hotel on an isolated island. 
 
(Source: ANN)","['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']","Apr 14, 2010",1.0,12337,3969,782.0,7.86,https://cdn.myanimelist.net/images/anime/7/23698.jpg,https://myanimelist.net/anime/8609/Detective_Conan_OVA_10__Kid_in_Trap_Island
34944,Bungou Stray Dogs: Dead Apple,"A large scale catastrophe is occurring across the planet. Ability users are discovered after the appearance of a mysterious fog, apparently having committed suicide, so the Armed Detective Agency sets out to investigate these mysterious deaths. The case seems to involve an unknown ability user referred to as ""Collector,"" a man who could be the mastermind behind the incident. 
 
Trust and courage are put to the test in order to save the city of Yokohama and ability users across the world from the grip of Collector where the Armed Detective Agency forms an unlikely partnership with the dangerous Port Mafia.  
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Mystery', 'Super Power', 'Supernatural']","Mar 3, 2018",1.0,73839,1448,780.0,7.86,https://cdn.myanimelist.net/images/anime/1127/93981.jpg,https://myanimelist.net/anime/34944/Bungou_Stray_Dogs__Dead_Apple
36214,Asagao to Kase-san.,"Yui Yamada, a timid girl who enjoys tending to her school's greenery, falls in love with the boyish and athletic Tomoka Kase. The two eventually begin dating, and the story follows the pair as they face various challenges in their relationship. 
 
(Source: Wikipedia)","['Romance', 'School', 'Shoujo Ai']","Jun 9, 2018",1.0,33444,2426,779.0,7.86,https://cdn.myanimelist.net/images/anime/1578/94205.jpg,https://myanimelist.net/anime/36214/Asagao_to_Kase-san
32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,"Shorts of  Ansatsu Kyoushitsu  (TV)  2nd Season  which adapt chapters of the manga which are not in the TV series.  
 
The adapted chapters are 78 (""Takebayashi no Jikan"") and 79 (""Shihaisha no Jikan, Ni Jikanme""), which are published in the ninth manga volume. ","['Action', 'Comedy', 'School', 'Shounen']","Mar 11, 2016 to May 20, 2016",8.0,33163,2435,778.0,7.86,https://cdn.myanimelist.net/images/anime/1807/96939.jpg,https://myanimelist.net/anime/32863/Ansatsu_Kyoushitsu_2nd_Season__Kagaijugyou-hen
36160,Yaoguai Mingdan 2nd Season,,"['Action', 'Comedy', 'Romance', 'Fantasy']","Aug 2, 2017 to Dec 29, 2017",21.0,5238,5659,777.0,7.87,https://cdn.myanimelist.net/images/anime/4/87461.jpg,https://myanimelist.net/anime/36160/Yaoguai_Mingdan_2nd_Season
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"Three years since the return of the legendary Space Battleship Yamato, Earth has begun rebuilding itself and has made peace with the Gamilans. However, this recovery comes at the cost of utilizing the forbidden Wave Motion technology.  
 
Meanwhile, the notorious former crew members of the Yamato, who have each gone their separate ways, receive a psychic message from the mysterious Goddess Teresa. She urges them to return to their beloved ship and travel to the distant planet Terezart. They are promised a revolutionary power to combat the unprecedented threat of the relentless Gatlantis Empire, who are approaching Earth with all but innocent intentions. 
 
Unable to resist her plea, the crew reassembles and sets sail on another perilous intergalactic voyage, one that will test their sheer courage and versatility in the face of an even greater foe. 
 
[Written by MAL Rewrite] 
","['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']","Feb 25, 2017 to Mar 1, 2019",26.0,14326,3747,776.0,7.87,https://cdn.myanimelist.net/images/anime/7/84463.jpg,https://myanimelist.net/anime/33064/Uchuu_Senkan_Yamato_2202__Ai_no_Senshi-tachi
2265,Transformers the Movie,"It is the year 2005. Twenty-one years after the heroic Autobots and the evil Decepticons resumed their neverending war on planet Earth, the Decepticons have conquered the robots' home planet Cybertron. After a surprise attack by the Decepticons, both factions wage a gruesome battle at Autobot City. In the midst of the battle, Autobot leader Optimus Prime dies during his fight with Decepticon leader Megatron. The Autobot Matrix of Leadership is then passed on to second-in-command Ultra Magnus. Meanwhile, a badly-damaged Megatron is jettisoned by Starscream into deep space, where he encounters the planet-eating robot Unicron and is reborn as Galvatron, the new Decepticon leader. With Galvatron's reign on the rise and Unicron's imminent arrival within Cybertron's orbit, the Autobots must act quickly and protect the Matrix or face total annihilation.  
 
(Source: ANN)","['Action', 'Mecha']","Aug 9, 1986",1.0,11245,4133,775.0,7.87,https://cdn.myanimelist.net/images/anime/2/30339.jpg,https://myanimelist.net/anime/2265/Transformers_the_Movie
11001,Toshokan Sensou: Kakumei no Tsubasa,"Kasahara Iku and Dojo Atsushi receive an emergency recall in the middle of their date as Japan is rocked by a terror attack. Their new duty is a protection detail assigned to Touma Kurato, an author. Meanwhile, the relationship between Librarians and the Media Purity Committee is also worsening. ","['Action', 'Comedy', 'Military', 'Romance']","Jun 16, 2012",1.0,16716,3495,774.0,7.87,https://cdn.myanimelist.net/images/anime/9/39273.jpg,https://myanimelist.net/anime/11001/Toshokan_Sensou__Kakumei_no_Tsubasa
39940,Shokugeki no Souma: Shin no Sara,Fourth season of  Shokugeki no Souma .,"['Ecchi', 'School', 'Shounen']","Oct 12, 2019 to Dec 28, 2019",12.0,162213,683,773.0,7.87,https://cdn.myanimelist.net/images/anime/1258/102849.jpg,https://myanimelist.net/anime/39940/Shokugeki_no_Souma__Shin_no_Sara
322,Paradise Kiss,"On her way home from school, Yukari Hayasaka is approached by a weird-looking guy who starts looking at her body intently. He's got blond spiky hair, a spiked choker, and multiple piercings on his ears and face. She wants nothing to do with him, and runs away, only to bump into a very tall and beautiful purple-haired woman with a flower pattern around her eye. Yukari faints from shock and wakes up later in a strange place called the Atelier. It turns out that these strangers are fashion designers who attend the most famous art school around, Yazawa Art Academy, and their group wants Yukari to model for their brand in Yazawa Academy's upcoming show. 
 
Yukari turns down their offer and escapes the Atelier, but unknowingly leaves her school ID behind. George Koizumi, the head designer, later sees it and immediately knows she would be the perfect model for them and will not stop until he gets what he wants—and he wants her. Yukari had never considered something as frivolous as modeling before, but could life among these eccentric designers actually prove to be fun? Or will Yukari lose herself in this world of art and passion? 
 
[Written by MAL Rewrite] 
","['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']","Oct 14, 2005 to Dec 30, 2005",12.0,122787,916,772.0,7.87,https://cdn.myanimelist.net/images/anime/7/80636.jpg,https://myanimelist.net/anime/322/Paradise_Kiss
